ISCO,job_title,category,category_label
310,combat engineer,2,"Armed forces occupations, other ranks"
9334,ambience replenishment controller,38,"Labourers in mining, construction, manufacturing and transport"
7233,donkey greaser,29,"Metal, machinery and related trades workers"
7223,knife hand,29,"Metal, machinery and related trades workers"
7316,interior decorative artist,30,Handicraft and printing workers
3353,pension agent,15,Business and administration associate professionals
9121,bluer,36,Cleaners and helpers
2656,TV news anchor,12,"Legal, social and cultural professionals"
1324,senior export manager in waste and scrap,5,Production and specialised services managers
5223,sporting articles specialised seller,23,Sales workers
2633,egyptologist,12,"Legal, social and cultural professionals"
5413,prison custody supervisor,25,Protective services workers
2359,training course designer,9,Teaching professionals
5112,passenger assistant,22,Personal service workers
3322,accounts manager,15,Business and administration associate professionals
2421,risk analyst,10,Business and administration professionals
7214,chipper and scraper,29,"Metal, machinery and related trades workers"
5414,pre-boarding security guard,25,Protective services workers
4312,bonus administrator,20,Numerical and material recording clerks
2635,practitioner in social pedagogy,12,"Legal, social and cultural professionals"
9629,balloon crew,41,Refuse workers and other elementary workers
1221,banking products manager,4,Administrative and commercial managers
3119,leather goods QC laboratory technologist,13,Science and engineering associate professionals
1420,tobacco shop manager,6,"Hospitality, retail and other services managers"
2163,footwear designer,7,Science and engineering professionals
5246,mess room maid,23,Sales workers
8211,bus engine assembler,34,Assemblers
2412, economics,10,Business and administration professionals
2144,mechanical development engineer,7,Science and engineering professionals
7114,epoxy terrazzo setter,28,"Building and related trades workers, excluding electricians"
8151,side piecer,33,Stationary plant and machine operators
3311,broker,15,Business and administration associate professionals
2141,senior mail and packaging manager,7,Science and engineering professionals
4323,bus inspector,20,Numerical and material recording clerks
7223,capsule machinist,29,"Metal, machinery and related trades workers"
7231,refurbishing technician,29,"Metal, machinery and related trades workers"
8154,stenterer,33,Stationary plant and machine operators
7221,accumulator former,29,"Metal, machinery and related trades workers"
3324,wholesale merchant in office machinery and equipment,15,Business and administration associate professionals
7533,glove manufacturers,32,"Food processing, wood working, garment and other craft and related trades workers"
8121,roll changer,33,Stationary plant and machine operators
1330,computer technical director,5,Production and specialised services managers
3522,telecommunications specialist,17,Information and communications technicians
9329,box washer,38,"Labourers in mining, construction, manufacturing and transport"
2635,youth centre worker,12,"Legal, social and cultural professionals"
4313,payroll clerk,20,Numerical and material recording clerks
2133,flood defence officer,7,Science and engineering professionals
7412,power tool repair technician,31,Electrical and electronic trades workers
2166,children's book illustrator,7,Science and engineering professionals
7223,edge tool setter,29,"Metal, machinery and related trades workers"
8344,side loader operator,35,Drivers and mobile plant operators
9129,sewerage cleaner,36,Cleaners and helpers
1420,cycling store manager,6,"Hospitality, retail and other services managers"
2635,youth counsellor,12,"Legal, social and cultural professionals"
2433,technical saleswoman in hardware,10,Business and administration professionals
7222,tool room fitter,29,"Metal, machinery and related trades workers"
