ISCO,job_title,sub_major_category,sub_major_category_label,major_category,major_category_label
7543,biscuit warehouse sorter,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3153,shuttle pilot,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3311,assets managers,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7535,leather inspector,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
7224,die polisher,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
9121,trouser presser,91,Cleaners and helpers,9,Elementary Occupations
8343,pierman,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
8181,brick hand,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8160,wine products fermenter,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3115,gas  engine tester,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3153,science officer,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
6224,fur trapper,62,"Market-oriented skilled forestry, fishery and hunting workers",6,"Skilled Agricultural, Forestry and Fishery Workers"
9313,metal lather,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
5223,candy salesperson,52,Sales workers,5,Service and Sales Workers
8131,strainer,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7523,nailing machine worker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8142,molding machine tender,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3123,tunnel construction supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
3412,advocacy worker,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
9333,ballast trimmer,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
2433,inside technical sales representative,24,Business and administration professionals,2,Professionals
1213,clerk to the council,12,Administrative and commercial managers,1,Managers
5131,busser,51,Personal service workers,5,Service and Sales Workers
5241,photographic model,52,Sales workers,5,Service and Sales Workers
1211,secretary of health authority,12,Administrative and commercial managers,1,Managers
7421,aircraft electronics mechanic,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
8160,coffee bean roasting expert,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7536,sole moulder,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3422,sports trainer for the elderly,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
3411,usher,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
5120,cook-general,51,Personal service workers,5,Service and Sales Workers
2656,dubber,26,"Legal, social and cultural professionals",2,Professionals
7318,glove fabric maker,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2342,Freinet pedagogy teacher,23,Teaching professionals,2,Professionals
2310,business docent,23,Teaching professionals,2,Professionals
7321,mould assembler,73,Handicraft and printing workers,7,Craft and Related Trades Workers
2310,lecturer in education studies,23,Teaching professionals,2,Professionals
8172,veneer cutter operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
5329,ward attendant,53,Personal care workers,5,Service and Sales Workers
9129,beach attendant,91,Cleaners and helpers,9,Elementary Occupations
8151,yarn winder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7521,sleeper pickler,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
8142,compression molding machine setter,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
1112,grade 2,11,"Chief executives, senior officials and legislators",1,Managers
2320, forestry and fishery,23,Teaching professionals,2,Professionals
8131,guide operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2635,youth offender social worker,26,"Legal, social and cultural professionals",2,Professionals
2266,specialist in audiology,22,Health professionals,2,Professionals
3521,audio & video operator,35,Information and communications technicians,3,Technicians and Associate Professionals
6112,hops tender,61,Market-oriented skilled agricultural workers,6,"Skilled Agricultural, Forestry and Fishery Workers"
2655,voice-over actress,26,"Legal, social and cultural professionals",2,Professionals
5223,musical instrument shop salesperson,52,Sales workers,5,Service and Sales Workers
2642,staff writer,26,"Legal, social and cultural professionals",2,Professionals
3257,food regulatory compliance advisor,32,Health associate professionals,3,Technicians and Associate Professionals
7212,aircraft welder,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
3321,life insurance representative,33,Business and administration associate professionals,3,Technicians and Associate Professionals
5164,animal retail carer,51,Personal service workers,5,Service and Sales Workers
9329,iron checker's assistant,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
2652,rapper,26,"Legal, social and cultural professionals",2,Professionals
7523,production woodworker,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
9213,farm worker,92,"Agricultural, forestry and fishery labourers",9,Elementary Occupations
8160,fats purifier,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2141,process improvement engineer,21,Science and engineering professionals,2,Professionals
7523,wood turning lathe setter,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
9329,coal tipper,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
4321,timber tally clerk,43,Numerical and material recording clerks,4,Clerical Support Workers
3323,print buyer,33,Business and administration associate professionals,3,Technicians and Associate Professionals
8219,paint rectifier,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
8183,washing machinist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2511,information systems architect,25,Information and communications technology professionals,2,Professionals
3115,aeroplane technologist,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7223,barrel straightener,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
8171,carbon tissue maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8342,digger man,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2643,subtitle writer,26,"Legal, social and cultural professionals",2,Professionals
9329,chipper and scaler,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
